57.38;2020-02-04
57.38;2020-02-05
57.38;2020-02-06
57.38;2020-02-07
57.38;2020-02-10
57.38;2020-02-11
57.38;2020-02-12
57.45;2020-02-13
57.57;2020-02-14
57.63;2020-02-18
57.64;2020-02-19
