14.08;2020-02-03
14.50;2020-02-04
15.36;2020-02-05
15.22;2020-02-06
14.50;2020-02-07
14.67;2020-02-10
14.78;2020-02-11
15.12;2020-02-12
15.04;2020-02-13
15.27;2020-02-14
15.35;2020-02-17
15.13;2020-02-18
